iron,wheel,SUBSTANCE-MATERIAL-INGREDIENT
diehard,loyalist,EQUATIVE
electronics,store,CREATE-PROVIDE-GENERATE-SELL
flea,seed,LEXICALIZED
day,battle,MEASURE
month,supply,MEASURE
Senator,Franklin,PERSONAL_TITLE
board,official,EMPLOYER
clearing,firm,PERFORM&ENGAGE_IN
fishing,company,PERFORM&ENGAGE_IN
patent,protection,SUBJECT
budget,summit,TOPIC
weapon,export,OBJECTIVE
armistice,agreement,TOPIC
inventory,level,AMOUNT-OF
neck,pain,LOCATION
airline,issue,TOPIC
opposition,commander,OBJECTIVE
customer,list,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
life,force,LEXICALIZED
agriculture,department,ORGANIZE&SUPERVISE&AUTHORITY
cargo,service,PURPOSE
minute,talk,MEASURE
injury,rate,RELATIONAL-NOUN-COMPLEMENT
core,sample,ADJ-LIKE_NOUN
export,subsidy,OBJECTIVE
cash,resource,SUBSTANCE-MATERIAL-INGREDIENT
rate,cap,MITIGATE&OPPOSE
championship,victory,TIME-OF1
fraud,conviction,JUSTIFICATION
crop,program,OTHER
family,member,WHOLE+PART_OR_MEMBER_OF
arms,proliferation,OBJECTIVE
minority,character,WHOLE+PART_OR_MEMBER_OF
logging,camp,PERFORM&ENGAGE_IN
week,mission,MEASURE
tax,reason,TOPIC
peace,mediator,TOPIC
chief,deputy,ADJ-LIKE_NOUN
marketing,concern,OTHER
youth,death,SUBJECT
river,valley,CONTAIN
hotel,room,LOCATION
drilling,equipment,PERFORM&ENGAGE_IN
comedy,club,OTHER
farm machine,maker,OBJECTIVE
press,aide,EMPLOYER
machinery,manufacturer,OBJECTIVE
student,center,USER_RECIPIENT
team,championship,EQUATIVE
auction,process,EQUATIVE
company,contribution,SUBJECT
embassy,spokeswoman,EMPLOYER
earnings,projection,TOPIC
city,politics,LOCATION
ocean,fishing,LOCATION
shareholder,complaint,SUBJECT
unemployment,statistic,TOPIC
year,issue,MEASURE
equipment,order,OBJECTIVE
illness,alert,TOPIC
Colonel,Samson,PERSONAL_TITLE
network,management,OBJECTIVE
safety,reason,TOPIC
meat,processor,OBJECTIVE
takeover,stock,OTHER
tourism,facility,PERFORM&ENGAGE_IN
exclusion,zone,PERFORM&ENGAGE_IN
accounting,irregularity,RELATIONAL-NOUN-COMPLEMENT
waiting,time,TIME-OF2
home,value,RELATIONAL-NOUN-COMPLEMENT
rightfield,corner,LOCATION
beer,sale,OBJECTIVE
art,collector,OBJECTIVE
industry,official,EMPLOYER
acid,satire,PARTIAL_ATTRIBUTE_TRANSFER
multimedia,service,CREATE-PROVIDE-GENERATE-SELL
fishery,agreement,TOPIC
track,coach,OBJECTIVE
architecture,student,OBJECTIVE
core,aficionado,ADJ-LIKE_NOUN
investment,world,EQUATIVE
army,captain,EMPLOYER
oil,discovery,OBJECTIVE
studio,source,EMPLOYER
security,subsidiary,CREATE-PROVIDE-GENERATE-SELL
family,sedan,OWNER-USER
computer,world,EQUATIVE
summer,travel,TIME-OF1
energy,producer,OBJECTIVE
rationing,plan,OBJECTIVE
doctor,visit,SUBJECT
relation,manager,OBJECTIVE
death,sentence,TOPIC
world,environment,LOCATION
chicken,feed,USER_RECIPIENT
truck,axle,WHOLE+PART_OR_MEMBER_OF
volunteer,effort,SUBJECT
newsletter,publisher,OBJECTIVE
volunteer,work,SUBJECT
escape,attempt,PERFORM&ENGAGE_IN
company,owner,OBJECTIVE
draft,constitution,EQUATIVE
junk,mail,EQUATIVE
art,market,PURPOSE
expansion,programme,PERFORM&ENGAGE_IN
Miss,Fitzpatrick,PERSONAL_TITLE
employment,rights,PERFORM&ENGAGE_IN
production,structure,RELATIONAL-NOUN-COMPLEMENT
grant,aid,CREATOR-PROVIDER-CAUSE_OF
outlet,mall,EQUATIVE
hospital,employee,EMPLOYER
celebration,activity,PERFORM&ENGAGE_IN
circle,opening,PARTIAL_ATTRIBUTE_TRANSFER
nux,vomica,LEXICALIZED
fund,sale,OBJECTIVE
relic,protection,OBJECTIVE
land,owner,OBJECTIVE
geography,question,TOPIC
copper,price,RELATIONAL-NOUN-COMPLEMENT
farm,equipment,LOCATION
Mr.,McVeigh,PERSONAL_TITLE
cost,cut,OBJECTIVE
reconstruction,plan,OBJECTIVE
steel,share,RELATIONAL-NOUN-COMPLEMENT
telephone,sale,OBJECTIVE
student,activist,EQUATIVE
chess,fan,RELATIONAL-NOUN-COMPLEMENT
safety,legislation,TOPIC
member,state,EQUATIVE
vaccine,damage,CREATOR-PROVIDER-CAUSE_OF
aid,package,TOPIC
glove,box,CONTAIN
compromise,plan,EQUATIVE
train,operator,OBJECTIVE
mile,course,MEASURE
recovery,effort,PERFORM&ENGAGE_IN
child,labor,SUBJECT
bank,charge,SUBJECT
merchandise,manager,OBJECTIVE
workout,program,PERFORM&ENGAGE_IN
state,biologist,EMPLOYER
year,slump,MEASURE
teaching,job,PERFORM&ENGAGE_IN
mass,movement,ADJ-LIKE_NOUN
service,personnel,PERFORM&ENGAGE_IN
aid,request,OBJECTIVE
lending,rate,RELATIONAL-NOUN-COMPLEMENT
borrowing,authority,ORGANIZE&SUPERVISE&AUTHORITY
Mister,Sanchez,PERSONAL_TITLE
concession,contract,TOPIC
press,comments,SUBJECT
day,vacation,MEASURE
hotel,owner,OBJECTIVE
contract,manufacturer,OTHER
biotechnology,research,OBJECTIVE
government,auditor,EMPLOYER
turnout,worry,TOPIC_OF_COGNITION&EMOTION
city,engineer,EMPLOYER
guitar,solo,OTHER
army,commander,EMPLOYER
carrier,buzz,CREATOR-PROVIDER-CAUSE_OF
industry,estimate,SUBJECT
semiconductor,product,SUBSTANCE-MATERIAL-INGREDIENT
dog,journalist,TOPIC
minute,flight,MEASURE
anger,outburst,CREATOR-PROVIDER-CAUSE_OF
convention,speech,TIME-OF1
polio,case,EQUATIVE
kebab,cooker,OBJECTIVE
opposition,spokesman,EMPLOYER
custom,spokesman,EMPLOYER
aircraft,operation,OBJECTIVE
reform,package,PERFORM&ENGAGE_IN
landscape,fragment,LOCATION
stripper,shoes,USER_RECIPIENT
commodity,production,OBJECTIVE
hog,farm,CREATE-PROVIDE-GENERATE-SELL
laser,light,EQUATIVE
Laura,Gershwin,PERSONAL_NAME
reporting,requirement,TOPIC
fishing,guide,TOPIC
party,rules,OTHER
softball,player,OBJECTIVE
profit,growth,OBJECTIVE
credit,worthiness,OTHER
tobacco,producer,OBJECTIVE
tire,recall,OBJECTIVE
entertainment,gimmickry,PERFORM&ENGAGE_IN
beach,volleyball,LOCATION
cow,crisis,OTHER
management,cost,RELATIONAL-NOUN-COMPLEMENT
party,policy,OTHER
christian,leader,EQUATIVE
gold,output,AMOUNT-OF
training,cost,RELATIONAL-NOUN-COMPLEMENT
employment,policy,TOPIC
replacement,worker,EQUATIVE
deputy,marshal,EQUATIVE
flag,issue,TOPIC
district,manager,OBJECTIVE
advance,estimate,TIME-OF1
aircraft,engine,WHOLE+PART_OR_MEMBER_OF
world,organization,LOCATION
artillery,battery,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
team,spokesman,EMPLOYER
job,creation,OBJECTIVE
exercise,bike,PERFORM&ENGAGE_IN
firearm,agent,ORGANIZE&SUPERVISE&AUTHORITY
minute,drive,MEASURE
product,integrity,RELATIONAL-NOUN-COMPLEMENT
explosive,fanatic,TOPIC_OF_COGNITION&EMOTION
property,crime,OTHER
frontier,folklore,TOPIC
water,depth,AMOUNT-OF
restraint,agreement,TOPIC
oil,futures,OTHER
christian,value,EXPERIENCER-OF-EXPERIENCE
classroom,work,LOCATION
oil,need,OBJECTIVE
air,pollution,LOCATION
project,engineer,LEXICALIZED
cult,figure,WHOLE+PART_OR_MEMBER_OF
multiyear,contract,MEASURE
contract,negotiation,OBJECTIVE
office,rent,OBTAIN&ACCESS&SEEK
platoon,leader,OBJECTIVE
refugee,family,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
earnings,gain,OBJECTIVE
electricity,demand,OBJECTIVE
career,soldier,TIME-OF1
witness,death,SUBJECT
rice,export,OBJECTIVE
artillery,blast,CREATOR-PROVIDER-CAUSE_OF
benchmark,bond,EQUATIVE
railroad,tie,WHOLE+PART_OR_MEMBER_OF
baby,sitter,OBJECTIVE
cancer,gene,CREATE-PROVIDE-GENERATE-SELL
core,exhibit,ADJ-LIKE_NOUN
government,television,OWNER-USER
beach,resort,LOCATION
popularity,rating,OBJECTIVE
week,account,MEASURE
homicide,victim,RELATIONAL-NOUN-COMPLEMENT
child,pornography,TOPIC
waste,facility,PURPOSE
hate,law,TOPIC
crop,yield,AMOUNT-OF
congress,member,WHOLE+PART_OR_MEMBER_OF
star,player,EQUATIVE
radiation,treatment,MEANS
health,science,TOPIC_OF_EXPERT
beauty,aid,CREATE-PROVIDE-GENERATE-SELL
assault,weapon,PERFORM&ENGAGE_IN
takeover,threat,TOPIC
computer,publishing,MEANS
commuter,aircraft,PURPOSE
field,study,LOCATION
wheat,area,CREATE-PROVIDE-GENERATE-SELL
buy-out,fever,OTHER
fishing,pole,PERFORM&ENGAGE_IN
corn,field,CREATE-PROVIDE-GENERATE-SELL
enterprise,group,PERFORM&ENGAGE_IN
homeland,leader,OBJECTIVE
product,sale,OBJECTIVE
student,anger,EXPERIENCER-OF-EXPERIENCE
reduction,program,PERFORM&ENGAGE_IN
campaign,law,TOPIC
reconstruction,effort,PERFORM&ENGAGE_IN
day,agreement,MEASURE
conference,opener,OBJECTIVE
year,monopoly,MEASURE
tax,haven,MITIGATE&OPPOSE
development,capital,PERFORM&ENGAGE_IN
credit,cooperative,CREATE-PROVIDE-GENERATE-SELL
interest,relief,MITIGATE&OPPOSE
town,enterprise,OWNER-USER
communication,skill,PERFORM&ENGAGE_IN
cigarette,sale,OBJECTIVE
militia,commander,OBJECTIVE
month,ban,MEASURE
subsistence,farmer,LEXICALIZED
telecommunication,company,PERFORM&ENGAGE_IN
olive,tree,CREATE-PROVIDE-GENERATE-SELL
industry,conference,SUBJECT
diaper,cover,OBJECTIVE
home,improvement,OBJECTIVE
city,championship,RELATIONAL-NOUN-COMPLEMENT
battery,pack,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
abortion,case,OTHER
lumber,importer,OBJECTIVE
asbestos,removal,OBJECTIVE
biotechnology,firm,CREATE-PROVIDE-GENERATE-SELL
drug,use,OBJECTIVE
retail,chain,PERFORM&ENGAGE_IN
campaign,fund,OWNER-USER
redevelopment,plan,OBJECTIVE
state,spokeswoman,EMPLOYER
transportation,plan,OBJECTIVE
engineering,project,PERFORM&ENGAGE_IN
intraday,high,TIME-OF1
growth,package,PERFORM&ENGAGE_IN
business,affair,TOPIC
opposition,newspaper,OWNER-USER
phone,giant,CREATE-PROVIDE-GENERATE-SELL
eye,irritation,LOCATION
probation,violation,OBJECTIVE
price,ceiling,MITIGATE&OPPOSE
withdrawal,request,OBJECTIVE
tortilla,flour,CREATE-PROVIDE-GENERATE-SELL
asset,term,LEXICALIZED
container,port,PURPOSE
secessionist,gang,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
carbon,copy,OTHER
analyst,credibility,RELATIONAL-NOUN-COMPLEMENT
one-out,walk,TIME-OF1
eye,shadow,LOCATION
rating,firm,PERFORM&ENGAGE_IN
boat,owner,OBJECTIVE
tea,fancier,OBJECTIVE
credit,line,CREATE-PROVIDE-GENERATE-SELL
pipeline,safety,RELATIONAL-NOUN-COMPLEMENT
mass,communication,ADJ-LIKE_NOUN
credit,report,TOPIC
copyright,issue,TOPIC
peace,broker,OBJECTIVE
production,material,PERFORM&ENGAGE_IN
capital,market,PURPOSE
university,teacher,EMPLOYER
family,newspaper,OWNER-USER
concert,tour,OTHER
heart,artery,LOCATION
cash,crisis,OTHER
campaign,pledge,TIME-OF1
touchdown,run,OTHER
hula,hoop,PERFORM&ENGAGE_IN
truck,company,OWNER-USER
access,code,PERFORM&ENGAGE_IN
fantasy,game,OTHER
peace,agreement,TOPIC
field,manager,LOCATION
homeowner,protection,OBJECTIVE
Kathy,Jean,PERSONAL_NAME
football,operation,PERFORM&ENGAGE_IN
ounce,package,MEASURE
casino,revenue,USER_RECIPIENT
banking,scandal,OTHER
interdiction,effort,PERFORM&ENGAGE_IN
banana,ruling,TOPIC
chief,coach,ADJ-LIKE_NOUN
felony,case,OTHER
baseball,commissioner,ORGANIZE&SUPERVISE&AUTHORITY
labor,leader,OBJECTIVE
passenger,flight,PURPOSE
pine,beetle,OTHER
salary,scale,RELATIONAL-NOUN-COMPLEMENT
division,champion,RELATIONAL-NOUN-COMPLEMENT
earthquake,victim,RELATIONAL-NOUN-COMPLEMENT
market,manager,OBJECTIVE
night,crawler,TIME-OF1
consumer,preference,SUBJECT
kilometer,pipeline,MEASURE
rating,service,EQUATIVE
membership,fee,OBTAIN&ACCESS&SEEK
weekend,trip,TIME-OF1
government,apparatus,OWNER-USER
computer,sensor,EQUATIVE
keyboard,player,OBJECTIVE
seven-nation,summit,OTHER
revenue,collection,OBJECTIVE
cocaine,trafficker,OBJECTIVE
microwave,oven,MEANS
coal,sector,CREATE-PROVIDE-GENERATE-SELL
care,system,CREATE-PROVIDE-GENERATE-SELL
infrastructure,development,OBJECTIVE
listener,complaint,SUBJECT
deputy,administrator,EQUATIVE
celebrity,clout,RELATIONAL-NOUN-COMPLEMENT
certification,system,PERFORM&ENGAGE_IN
conflict,prevention,OBJECTIVE
engineering,division,PERFORM&ENGAGE_IN
brass,ring,SUBSTANCE-MATERIAL-INGREDIENT
retail,outlet,PERFORM&ENGAGE_IN
rice,grower,OBJECTIVE
write-in,campaign,MEANS
core,sampling,ADJ-LIKE_NOUN
contempt,citation,JUSTIFICATION
foster child,system,PURPOSE
metals,analyst,OBJECTIVE
rain,protection,MITIGATE&OPPOSE
payback,time,TIME-OF2
insurance,stock,RELATIONAL-NOUN-COMPLEMENT
jackhammer,noise,CREATOR-PROVIDER-CAUSE_OF
merger,deal,TOPIC
machinery,sale,OBJECTIVE
sand,bass,LOCATION
equipment,cost,RELATIONAL-NOUN-COMPLEMENT
office,door,LOCATION
retail,stock,RELATIONAL-NOUN-COMPLEMENT
food,journalist,TOPIC
security,treaty,TOPIC
television,exposure,OTHER
tennis,star,RELATIONAL-NOUN-COMPLEMENT
'60s,dropout,TIME-OF1
emissions,target,PURPOSE
tariff,ruling,TOPIC
technology,executive,RELATIONAL-NOUN-COMPLEMENT
month,recess,MEASURE
network,coverage,SUBJECT
paper,price,RELATIONAL-NOUN-COMPLEMENT
capacity,constraint,OBJECTIVE
wheat,production,OBJECTIVE
building,plan,OBJECTIVE
food,journalism,TOPIC
miner,strike,SUBJECT
component,maker,OBJECTIVE
section,index,OBJECTIVE
soccer,history,RELATIONAL-NOUN-COMPLEMENT
gymnastics,competition,EQUATIVE
sport,authority,ORGANIZE&SUPERVISE&AUTHORITY
chemical,use,OBJECTIVE
takeover,regulation,OBJECTIVE
government,ownership,OWNER-USER
engine,problem,OTHER
id,card,TOPIC
cotton,crop,EQUATIVE
home,product,LOCATION
quality,battery,MEASURE
fuel,injection,OBJECTIVE
banking,department,PERFORM&ENGAGE_IN
day,summit,MEASURE
personnel,manager,OBJECTIVE
league,official,EMPLOYER
entertainment,system,PERFORM&ENGAGE_IN
extortion,attempt,PERFORM&ENGAGE_IN
liaison,office,OWNER-USER
privacy,concern,TOPIC_OF_COGNITION&EMOTION
budget,cycle,RELATIONAL-NOUN-COMPLEMENT
payment,system,PERFORM&ENGAGE_IN
family,lawyer,EMPLOYER
vegetation,damage,OBJECTIVE
Josh,Gorbachev,PERSONAL_NAME
logging,operation,PERFORM&ENGAGE_IN
missile,site,CONTAIN
expansion,committee,PERFORM&ENGAGE_IN
government,guarantee,SUBJECT
core,works,ADJ-LIKE_NOUN
resource,project,PERFORM&ENGAGE_IN
agriculture,program,OTHER
banking,organization,PERFORM&ENGAGE_IN
Raymond,Sprout,PERSONAL_NAME
labor,issue,TOPIC
marketing,specialist,TOPIC_OF_EXPERT
cassette,recorder,OBJECTIVE
people,death,SUBJECT
policy,analyst,OBJECTIVE
comedy,writer,OBJECTIVE
currency,volatility,RELATIONAL-NOUN-COMPLEMENT
sprinkler,head,WHOLE+PART_OR_MEMBER_OF
telephone,company,CREATE-PROVIDE-GENERATE-SELL
admission,officer,PERFORM&ENGAGE_IN
government,proceeding,OWNER-USER
reform,process,PERFORM&ENGAGE_IN
year,investigation,MEASURE
energy,shortage,RELATIONAL-NOUN-COMPLEMENT
island,resort,LOCATION
party,moderate,WHOLE+PART_OR_MEMBER_OF
newspaper,division,CREATE-PROVIDE-GENERATE-SELL
processing,sector,PERFORM&ENGAGE_IN
spending,policy,TOPIC
oil,operation,CREATE-PROVIDE-GENERATE-SELL
swap,transaction,EQUATIVE
coming-out,party,PURPOSE
school,violence,LOCATION
book,fair,RELATIONAL-NOUN-COMPLEMENT
transfer,tax,OBJECTIVE
machinery,noise,CREATOR-PROVIDER-CAUSE_OF
weight,limit,OBJECTIVE
hockey,operation,PERFORM&ENGAGE_IN
fleet,headquarters,OWNER-USER
inventory,management,OBJECTIVE
coverage,rate,RELATIONAL-NOUN-COMPLEMENT
fishery,assets,OWNER-USER
police,bullet,OWNER-USER
cat,food,USER_RECIPIENT
payment,plan,OBJECTIVE
Ms.,Patterson,PERSONAL_TITLE
property,lending,OBJECTIVE
slave,laborer,EQUATIVE
shareholder,resolution,SUBJECT
garrison,town,CONTAIN
security,reason,TOPIC
ad,revenue,CREATOR-PROVIDER-CAUSE_OF
storm,system,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
hormone,replacement,OBJECTIVE
press,spokesman,EMPLOYER
rumor,mill,CREATE-PROVIDE-GENERATE-SELL
card,company,CREATE-PROVIDE-GENERATE-SELL
wine,production,OBJECTIVE
scandal,survival,OBJECTIVE
gold,project,CREATE-PROVIDE-GENERATE-SELL
acre,campus,MEASURE
rice,producer,OBJECTIVE
village,pariah,LOCATION
analyst,expectation,SUBJECT
shoulder,injury,LOCATION
population,policy,TOPIC
future,research,OBJECTIVE
production,scale,RELATIONAL-NOUN-COMPLEMENT
soybean,farmer,OBJECTIVE
research,tool,PERFORM&ENGAGE_IN
yard,average,MEASURE
team,member,WHOLE+PART_OR_MEMBER_OF
year,absence,MEASURE
telephone,line,OTHER
bird,species,VARIETY&GENUS_OF
fuel,company,CREATE-PROVIDE-GENERATE-SELL
growth,company,OTHER
science,center,PERFORM&ENGAGE_IN
protection,scheme,PERFORM&ENGAGE_IN
plant,relocation,OBJECTIVE
woman,athlete,EQUATIVE
telecommunication,provider,OBJECTIVE
waste,water,EQUATIVE
health,emergency,OTHER
rightfield,fence,LOCATION
semiconductor,plant,CREATE-PROVIDE-GENERATE-SELL
ship,line,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
revenue,projection,TOPIC
semiconductor,equipment,PURPOSE
processing,facility,PERFORM&ENGAGE_IN
airport,spokeswoman,EMPLOYER
advance,inquiry,TIME-OF1
christian,group,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
testosterone,level,AMOUNT-OF
Katherine,Richardson,PERSONAL_NAME
gas,supply,SUBSTANCE-MATERIAL-INGREDIENT
goodwill,write-off,JUSTIFICATION
semiconductor,market,PURPOSE
transportation,item,PERFORM&ENGAGE_IN
income,source,RELATIONAL-NOUN-COMPLEMENT
day,campaign,MEASURE
job,security,RELATIONAL-NOUN-COMPLEMENT
fire,company,MITIGATE&OPPOSE
policy,adviser,TOPIC
police,corruption,OBJECTIVE
policy,issue,TOPIC
police,interrogation,SUBJECT
load,factor,RELATIONAL-NOUN-COMPLEMENT
land,security,RELATIONAL-NOUN-COMPLEMENT
production,designer,OBJECTIVE
tomato,bug,OTHER
auto,manufacturing,OBJECTIVE
ratification,process,EQUATIVE
saving,plan,OBJECTIVE
steel,price,RELATIONAL-NOUN-COMPLEMENT
cotton,grower,OBJECTIVE
season,average,RELATIONAL-NOUN-COMPLEMENT
jet,engine,WHOLE+PART_OR_MEMBER_OF
city,program,OWNER-USER
technology,company,CREATE-PROVIDE-GENERATE-SELL
steel,tube,SUBSTANCE-MATERIAL-INGREDIENT
tax,lawyer,OTHER
property,tax,OBJECTIVE
market,slide,SUBJECT
traffic,management,OBJECTIVE
revival,meeting,PERFORM&ENGAGE_IN
share,split,OBJECTIVE
nonfiction,list,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
franchise,watchdog,OBJECTIVE
injury,claim,OBJECTIVE
construction,contract,TOPIC
rig,count,AMOUNT-OF
evening,manager,TIME-OF1
energy,conservation,OBJECTIVE
arbitration,process,EQUATIVE
housing,developer,OBJECTIVE
artichoke,heart,WHOLE+PART_OR_MEMBER_OF
visitor,death,SUBJECT
marketing,alliance,TOPIC
automobile,manufacturer,OBJECTIVE
defense,argument,SUBJECT
ice,sample,SUBSTANCE-MATERIAL-INGREDIENT
bullion,price,RELATIONAL-NOUN-COMPLEMENT
mail,box,CONTAIN
companion,measure,EQUATIVE
astronomy,mission,OTHER
asset,pricing,OBJECTIVE
repurchase,program,PERFORM&ENGAGE_IN
book,dealer,OBJECTIVE
production,goal,OTHER
star,vehicle,PERFORM&ENGAGE_IN
majority,opinion,SUBJECT
ceasefire,agreement,TOPIC
peace,negotiator,TOPIC
theater,chain,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
branch,system,PURPOSE
employment,legislation,TOPIC
industry,product,OWNER-USER
science,project,PERFORM&ENGAGE_IN
conversion,rate,RELATIONAL-NOUN-COMPLEMENT
plane,ride,OBJECTIVE
soccer,people,OTHER
vehicle,export,OBJECTIVE
hitting,coach,OBJECTIVE
pocket,book,LOCATION
meat,consumption,OBJECTIVE
hit,leader,OTHER
gate,receipt,LOCATION
drug,fight,TOPIC
baseball,pitcher,OBJECTIVE
investment,protection,OBJECTIVE
pedestrian,interview,OBJECTIVE
bank,merger,SUBJECT
city,government,OBJECTIVE
debt,talk,TOPIC
crude,exploration,OBTAIN&ACCESS&SEEK
source,material,EQUATIVE
tax,evasion,OBJECTIVE
arbitrage,selling,OTHER
corn,importer,OBJECTIVE
control,officer,PERFORM&ENGAGE_IN
mortgage,relief,MITIGATE&OPPOSE
cocktail,reception,OTHER
battle,zone,CONTAIN
youth,camp,USER_RECIPIENT
town,liberal,LOCATION
world,index,OBJECTIVE
birdie,putt,CREATE-PROVIDE-GENERATE-SELL
retirement,expense,CREATOR-PROVIDER-CAUSE_OF
border,agreement,TOPIC
statistics,bureau,ORGANIZE&SUPERVISE&AUTHORITY
village,schoolmarm,LOCATION
ice,sheet,SUBSTANCE-MATERIAL-INGREDIENT
investor,anxiety,EXPERIENCER-OF-EXPERIENCE
safety,level,AMOUNT-OF
permit,process,OBTAIN&ACCESS&SEEK
government,offer,SUBJECT
customer,order,SUBJECT
prison,record,RELATIONAL-NOUN-COMPLEMENT
sell,list,PART&MEMBER_OF_COLLECTION&CONFIG&SERIES
investment,restriction,OBJECTIVE
culture,shock,CREATOR-PROVIDER-CAUSE_OF
stock,offering,OBJECTIVE
magazine,report,SUBJECT
eye,injury,LOCATION
police,patrol,EMPLOYER
guarantee,program,PERFORM&ENGAGE_IN
canvas,bag,SUBSTANCE-MATERIAL-INGREDIENT
immigrant,worker,EQUATIVE
loan,money,CREATOR-PROVIDER-CAUSE_OF
quality,member,MEASURE
laser,surgery,MEANS
infringement,case,OTHER
maintenance,service,EQUATIVE
clothing,sale,OBJECTIVE
center,tank,LOCATION
defense,pact,TOPIC
recycling,system,PERFORM&ENGAGE_IN
whale,hunt,OBJECTIVE
family,story,TOPIC
outpatient,care,USER_RECIPIENT
sales,price,RELATIONAL-NOUN-COMPLEMENT
rock,star,RELATIONAL-NOUN-COMPLEMENT
fatigue,syndrome,OTHER
salad,fork,PURPOSE
jump,shot,OTHER
city,economist,EMPLOYER
problem,property,EQUATIVE
design,director,OBJECTIVE
summit,leader,OBJECTIVE
deportation,order,OBJECTIVE
airport,facility,EQUATIVE
hour,information,MEASURE
policy,maker,OBJECTIVE
liter,engine,MEASURE
impeachment,drama,TOPIC
